paragraph,question,answer
"Durch die Angabe einer ""extends""-Klausel gibt eine Klasse an, von welcher anderen Klasse sie die nicht als ""static"" deklarierten Member erbt. Da die erbende Klasse, auch in Java als Subklasse bezeichnet, die geerbten Methoden nur invariant überschreiben darf (und geerbte Felder in ihrer Sichtbarkeit nicht reduziert werden dürfen; s. Abschnitt 39.1), ist ihr Typ automatisch ein Subtyp des Typs der Klasse, von der sie erbt.",Was ist der Unterschied zwischen einem Typ und einer Klasse?,"Ein Typ ist eine Menge von Objekten, die eine bestimmte Schnittstelle implementieren, während eine Klasse eine Blaupause oder Vorlage für die Erstellung von Objekten ist. Eine Klasse definiert den Zustand und das Verhalten ihrer Objekte, und ein Typ definiert die Schnittstelle, die von den Objekten implementiert werden muss."
"Durch die Angabe einer ""extends""-Klausel gibt eine Klasse an, von welcher anderen Klasse sie die nicht als ""static"" deklarierten Member erbt. Da die erbende Klasse, auch in Java als Subklasse bezeichnet, die geerbten Methoden nur invariant überschreiben darf (und geerbte Felder in ihrer Sichtbarkeit nicht reduziert werden dürfen; s. Abschnitt 39.1), ist ihr Typ automatisch ein Subtyp des Typs der Klasse, von der sie erbt.","Was bedeutet es, wenn der Typ einer Variablen eine Subklasse ist?","Wenn der Typ einer Variablen eine Subklasse ist, kann die Variable auf Objekte der Subklasse und der Oberklasse verweisen. Das bedeutet, dass die Variable auf Objekte verweisen kann, die die Methoden und Attribute der Oberklasse und der Subklasse besitzen."
"Wie in SMALLTALK gibt es in Java abstrakte Klassen. Anders als in SMALLTALK verwendet Java jedoch das Schlüsselwort ""abstract,"" mit dem man eine Klasse als abstrakt und damit als nicht instanziierbar deklarieren kann.",Wie werden abstrakte Klassen in Java deklariert?,"In Java werden abstrakte Klassen mit dem Schlüsselwort ""abstract"" deklariert, um sie als abstrakt und damit als nicht instanziierbar zu kennzeichnen."
"Wie in SMALLTALK gibt es in Java abstrakte Klassen. Anders als in SMALLTALK verwendet Java jedoch das Schlüsselwort ""abstract,"" mit dem man eine Klasse als abstrakt und damit als nicht instanziierbar deklarieren kann.","Was bedeutet es, wenn eine Klasse in Java als abstrakt deklariert wird?","Wenn eine Klasse in Java als abstrakt deklariert wird, bedeutet das, dass sie nicht instanziiert werden kann, d.h. es können keine Objekte dieser Klasse erzeugt werden. Diese Klasse dient lediglich als Basisklasse für andere Klassen und enthält in der Regel eine oder mehrere abstrakte Methoden, die von den Unterklassen implementiert werden müssen."
"Das bedeutet, dass von einer solchen Klasse keine Instanzen mehr gebildet werden dürfen (vgl. Abschnitt 10.3). Dieses Verbot, dessen Einhaltung vom Compiler überprüft wird, gilt unabhängig davon, ob von der Klasse Instanzen erstellt werden könnten. Selbst wenn alles, was für das Funktionieren der Instanzen benötigt wird, in der Klasse vorhanden ist (einschließlich Konstruktoren), darf sie nicht instanziiert werden. Häufiger fehlt jedoch in der Klasse die Implementierung von einer oder mehreren (bis hin zu allen) benötigten Methoden. Diese Methoden werden dann in der Klasse lediglich deklariert, und zwar ebenfalls mit dem Schlüsselwort ""abstract.""","Was bedeutet es, wenn eine Klasse als abstrakt markiert wird?","Wenn eine Klasse als abstrakt markiert wird, dürfen keine Instanzen mehr von dieser Klasse gebildet werden. Dieses Verbot gilt unabhängig davon, ob von der Klasse Instanzen erstellt werden könnten. Selbst wenn alles, was für das Funktionieren der Instanzen benötigt wird, in der Klasse vorhanden ist, darf sie nicht instanziiert werden."
"Man gibt dann hinter der Methodensignatur (also dem Namen und den Parametern) keine Implementierung (in geschweiften Klammern) an, sondern lediglich ein abschließendes Semikolon. Im Gegensatz dazu muss in SMALLTALK eine abstrakte Methode durch einen Aufruf von ""implementedBySubclass"" o. ä. gekennzeichnet werden (s. Abschnitt 10.3 in Kurseinheit 2).",Wie wird eine abstrakte Methode in SMALLTALK gekennzeichnet?,"In SMALLTALK wird eine abstrakte Methode durch einen Aufruf von ""implementedBySubclass"" o. ä. gekennzeichnet."
"Man gibt dann hinter der Methodensignatur (also dem Namen und den Parametern) keine Implementierung (in geschweiften Klammern) an, sondern lediglich ein abschließendes Semikolon. Im Gegensatz dazu muss in SMALLTALK eine abstrakte Methode durch einen Aufruf von ""implementedBySubclass"" o. ä. gekennzeichnet werden (s. Abschnitt 10.3 in Kurseinheit 2).",Wie wird eine abstrakte Methode in Smalltalk deklariert?,"In Smalltalk wird eine abstrakte Methode hinter der Methodensignatur (also dem Namen und den Parametern) nicht mit einer Implementierung (in geschweiften Klammern) deklariert, sondern lediglich mit einem abschließenden Semikolon. Zusätzlich muss die Methode durch einen Aufruf von ""implementedBySubclass"" o. ä. gekennzeichnet werden."
"Man gibt dann hinter der Methodensignatur (also dem Namen und den Parametern) keine Implementierung (in geschweiften Klammern) an, sondern lediglich ein abschließendes Semikolon. Im Gegensatz dazu muss in SMALLTALK eine abstrakte Methode durch einen Aufruf von ""implementedBySubclass"" o. ä. gekennzeichnet werden (s. Abschnitt 10.3 in Kurseinheit 2).",Was ist der Begriff des Ausdrucks in der objektorientierten Programmierung?,"In der objektorientierten Programmierung ist ein Ausdruck eine Kombination von Operatoren und Operanden, die zu einem neuen Wert ausgewertet wird. Ein Ausdruck kann eine Variable, eine Konstante, eine Funktion, eine Methode oder eine Kombination aus diesen Elementen sein. Er beschreibt das Verhalten eines Objekts, indem er eine Aktion ausführt oder eine Information bereitstellt."
"Die Aufforderung, eine abstrakte Methode in einer Subklasse zu implementieren, gibt es in Java ebenfalls, jedoch nicht als Laufzeitfehler auf der Programmausführungsebene, sondern auf der Compiler-Ebene. Wenn man von einer abstrakten Klasse (per ""extends"") ableitet, dann muss die abgeleitete Klasse entweder selbst als abstrakt deklariert sein, oder man muss alle abstrakten Methoden der Klasse, von der sie ableitet, mit Implementierungen versehen. Tut man das nicht, erhält man vom Compiler eine entsprechende Aufforderung.","Was passiert, wenn man in Java eine abstrakte Klasse ableitet und die abstrakten Methoden nicht implementiert?","Wenn man in Java eine abstrakte Klasse ableitet und die abstrakten Methoden nicht implementiert, erhält man vom Compiler eine entsprechende Aufforderung."
"Komplementär zur ""abstract""-Deklaration gibt es in Java auch die Möglichkeit, zu verhindern, dass von einer Klasse abgeleitet wird. Man verwendet dafür einfach das Schlüsselwort ""final."" Das Gleiche gilt für einzelne Methoden, deren Überschreiben in einer Subklasse durch eine ""final""-Deklaration verhindert werden kann. Eine einfache, goldene Regel der objektorientierten Programmierung besagt übrigens, dass man alle Klassen entweder als abstrakt oder als final deklarieren sollte. Dies fördert das Prinzip der abstrakten Generalisierung und vermeidet die Probleme von ausschließlich vererbungsgetriebenen Klassenhierarchien (Kapitel 9 in Kurseinheit 2 und 69 in Kurseinheit 6).","Was bedeutet es, wenn eine Klasse in Java als ""final"" deklariert wird?","Wenn eine Klasse in Java als ""final"" deklariert wird, verhindert es, dass von dieser Klasse abgeleitet wird."
"Komplementär zur ""abstract""-Deklaration gibt es in Java auch die Möglichkeit, zu verhindern, dass von einer Klasse abgeleitet wird. Man verwendet dafür einfach das Schlüsselwort ""final."" Das Gleiche gilt für einzelne Methoden, deren Überschreiben in einer Subklasse durch eine ""final""-Deklaration verhindert werden kann. Eine einfache, goldene Regel der objektorientierten Programmierung besagt übrigens, dass man alle Klassen entweder als abstrakt oder als final deklarieren sollte. Dies fördert das Prinzip der abstrakten Generalisierung und vermeidet die Probleme von ausschließlich vererbungsgetriebenen Klassenhierarchien (Kapitel 9 in Kurseinheit 2 und 69 in Kurseinheit 6).","Was bewirkt die ""final""-Deklaration einer Methode in Java?","Durch die ""final""-Deklaration einer Methode in Java wird das Überschreiben der Methode in einer Subklasse verhindert."
"Komplementär zur ""abstract""-Deklaration gibt es in Java auch die Möglichkeit, zu verhindern, dass von einer Klasse abgeleitet wird. Man verwendet dafür einfach das Schlüsselwort ""final."" Das Gleiche gilt für einzelne Methoden, deren Überschreiben in einer Subklasse durch eine ""final""-Deklaration verhindert werden kann. Eine einfache, goldene Regel der objektorientierten Programmierung besagt übrigens, dass man alle Klassen entweder als abstrakt oder als final deklarieren sollte. Dies fördert das Prinzip der abstrakten Generalisierung und vermeidet die Probleme von ausschließlich vererbungsgetriebenen Klassenhierarchien (Kapitel 9 in Kurseinheit 2 und 69 in Kurseinheit 6).",Was besagt die goldene Regel der objektorientierten Programmierung bezüglich der Deklaration von Klassen als abstrakt oder final?,"Die goldene Regel der objektorientierten Programmierung besagt, dass man alle Klassen entweder als abstrakt oder als final deklarieren sollte. Dies fördert das Prinzip der abstrakten Generalisierung und vermeidet die Probleme von ausschließlich vererbungsgetriebenen Klassenhierarchien."
"Die öffentliche Schnittstelle einer Klasse in Java ist die Menge ihrer Instanzvariablen und -methoden (in Java zusammen auch Member genannt), die public deklariert sind. Nun gibt es in Java die Möglichkeit, eine öffentliche Schnittstelle als eigenständiges Konstrukt zu deklarieren, das von dem der Klasse unabhängig ist, das aber genauso wie eine Klasse einen Typ definiert. Es geschieht dies mit Hilfe des Schlüsselwortes ""interface"":",Was ist eine öffentliche Schnittstelle in Java?,"In Java ist eine öffentliche Schnittstelle eine eigenständige Deklaration, die von der Klasse unabhängig ist und einen Typ definiert. Sie wird mit Hilfe des Schlüsselwortes ""interface"" deklariert und enthält eine Menge von Instanzvariablen und -methoden, die public deklariert sind."
"Die öffentliche Schnittstelle einer Klasse in Java ist die Menge ihrer Instanzvariablen und -methoden (in Java zusammen auch Member genannt), die public deklariert sind. Nun gibt es in Java die Möglichkeit, eine öffentliche Schnittstelle als eigenständiges Konstrukt zu deklarieren, das von dem der Klasse unabhängig ist, das aber genauso wie eine Klasse einen Typ definiert. Es geschieht dies mit Hilfe des Schlüsselwortes ""interface"":",Was ist der Unterschied zwischen einer Klasse und einem Interface in Java?,"Ein Interface in Java ist ein eigenständiges Konstrukt, das eine öffentliche Schnittstelle definiert, während eine Klasse sowohl eine öffentliche Schnittstelle als auch eine Implementierung der Methoden bereitstellt. Ein Interface kann nur Methoden deklarieren, aber keine Implementierungen bereitstellen. Eine Klasse hingegen kann eine Implementierung für die Methoden bereitstellen, die in einem Interface deklariert sind. Ein Interface kann von mehreren Klassen implementiert werden, während eine Klasse nur von einer Superklasse erben kann."
"Anders als bei Klassen entspricht hier das Fehlen eines Zugriffsmodifikators der Zugreifbarkeit ""public"" — alles andere scheint für eine Schnittstelle auch unsinnig. Folgende weitere syntaktischen Unterschiede der Interfacedeklaration in den Zeilen 1029–1032 zur Klassendefinition der Zeilen 986–991 fallen auf: die Verwendung des Schlüsselwortes ""interface"" anstelle von ""class"" (klar), das Fehlen von Felddeklarationen und der Umstand, dass der Methodendeklaration keine Implementierung mehr folgt, sondern lediglich das abschließende Semikolon.",Was ist der Unterschied zwischen einer Klassendeklaration und einer Interfacedeklaration?,"Eine Klassendeklaration enthält Felddeklarationen und eine Implementierung der Methoden, während eine Interfacedeklaration nur die Methodensignatur ohne Implementierung enthält und keine Felddeklarationen. Zudem wird für eine Interfacedeklaration das Schlüsselwort ""interface"" anstelle von ""class"" verwendet."
"Das Schlüsselwort ""abstract"", das eine Klasse für eine solche Methodendeklaration anführen müsste, wird in Interfaces automatisch angenommen; Interfaces liefern zunächst erwartungsgemäß weder Implementierungen noch Objekte (Instanzen). Mit derselben Begründung kann auch das Fehlen von Feldern erklärt werden: Da bei Feldern nicht zwischen Deklaration und Implementierung (Definition; s. Kapitel 19 in Kurseinheit 3) unterschieden werden kann (die Deklaration ist, da sie Namen und Typ vorgibt und mehr auch für eine Implementierung nicht angegeben werden kann, zugleich Implementierung des Feldes), wurden sie aus den Interfaces verbannt. Diese Einschränkung ist aber keine wirkliche, da ein Feldzugriff in einem Interface durch Zugriffsmethoden (Accessoren, also durch Getter und Setter) ersetzt werden kann.",Was ist der Zweck von Interfaces in der objektorientierten Programmierung?,"Interfaces in der objektorientierten Programmierung definieren eine Schnittstelle für Klassen, die die Methoden und Konstanten enthalten, die eine Klasse implementieren muss, um ein bestimmtes Verhalten zu zeigen. Sie liefern zunächst erwartungsgemäß weder Implementierungen noch Objekte (Instanzen). Felder werden aus den Interfaces verbannt, können aber durch Zugriffsmethoden (Accessoren) ersetzt werden."
"Das Schlüsselwort ""abstract"", das eine Klasse für eine solche Methodendeklaration anführen müsste, wird in Interfaces automatisch angenommen; Interfaces liefern zunächst erwartungsgemäß weder Implementierungen noch Objekte (Instanzen). Mit derselben Begründung kann auch das Fehlen von Feldern erklärt werden: Da bei Feldern nicht zwischen Deklaration und Implementierung (Definition; s. Kapitel 19 in Kurseinheit 3) unterschieden werden kann (die Deklaration ist, da sie Namen und Typ vorgibt und mehr auch für eine Implementierung nicht angegeben werden kann, zugleich Implementierung des Feldes), wurden sie aus den Interfaces verbannt. Diese Einschränkung ist aber keine wirkliche, da ein Feldzugriff in einem Interface durch Zugriffsmethoden (Accessoren, also durch Getter und Setter) ersetzt werden kann.",Warum können Interfaces keine Implementierungen oder Objekte liefern?,"Interfaces können keine Implementierungen oder Objekte liefern, weil sie lediglich eine Schnittstelle definieren, die von Klassen implementiert werden kann. Sie legen lediglich fest, welche Methoden eine Klasse implementieren muss, um ein bestimmtes Interface zu implementieren."
"Das Schlüsselwort ""abstract"", das eine Klasse für eine solche Methodendeklaration anführen müsste, wird in Interfaces automatisch angenommen; Interfaces liefern zunächst erwartungsgemäß weder Implementierungen noch Objekte (Instanzen). Mit derselben Begründung kann auch das Fehlen von Feldern erklärt werden: Da bei Feldern nicht zwischen Deklaration und Implementierung (Definition; s. Kapitel 19 in Kurseinheit 3) unterschieden werden kann (die Deklaration ist, da sie Namen und Typ vorgibt und mehr auch für eine Implementierung nicht angegeben werden kann, zugleich Implementierung des Feldes), wurden sie aus den Interfaces verbannt. Diese Einschränkung ist aber keine wirkliche, da ein Feldzugriff in einem Interface durch Zugriffsmethoden (Accessoren, also durch Getter und Setter) ersetzt werden kann.",Warum gibt es in Interfaces keine Felder?,"In Interfaces gibt es keine Felder, weil bei Feldern nicht zwischen Deklaration und Implementierung unterschieden werden kann. Da Interfaces lediglich Schnittstellen definieren, die von Klassen implementiert werden können, wurden Felder aus den Interfaces verbannt. Stattdessen können Feldzugriffe in Interfaces durch Zugriffsmethoden (Accessoren) ersetzt werden."
"Eine Klasse kann nun angeben, dass sie ein Interface implementiert. Sie tut das unter Verwendung des Schlüsselwortes ""implements"". Damit verpflichtet sich die Klasse, alle im Interface angekündigten Methoden zu implementieren und öffentlich anzubieten. Dabei kann eine Klasse mehrere Interfaces gleichzeitig implementieren (die entsprechenden Namen werden einfach, durch Kommata getrennt, überlassen; in diesem Fall muss die Methode aber zumindest als abstrakt deklariert werden. Interface - aneinandergehängt); zugleich ist die Angabe der implementierten Interfaces eine nominale Typkonformitätsdeklaration, d. h., Instanzen der Klasse sind mit allen Variablen jedes der genannten Interfaces zuweisungskompatibel.","Was bedeutet es, wenn eine Klasse ein Interface implementiert?","Wenn eine Klasse ein Interface implementiert, verpflichtet sie sich, alle im Interface angekündigten Methoden zu implementieren und öffentlich anzubieten. Zudem ist die Angabe der implementierten Interfaces eine nominale Typkonformitätsdeklaration, d.h. Instanzen der Klasse sind mit allen Variablen jedes der genannten Interfaces zuweisungskompatibel."
"Es definieren also die Interfaces von Java genau wie Klassen Typen und können daher genauso wie Klassen in Variablendeklarationen verwendet werden. Der Type checker garantiert dann, dass auf der Variable mit Namen „Variablenname“ nur die Methoden aufgerufen werden können, die im Interface mit Namen „Interfacename“ deklariert sind, selbst wenn das Objekt, das die Variable benennt, mehr anbietet. So ist es möglich, dass Methoden und Felder einer Instanz vor anderen Instanzen anderer oder derselben Klasse verborgen werden können: Man deklariert einfach die Variablen, die auf die Instanz verweisen, mit dem Interface als Typ. Eine genauere Betrachtung der Bedeutung der Verwendung von Interfaces erfolgt in Kapitel 45.",Was ist die Funktion von Interfaces in Java?,"Interfaces definieren Typen in Java und können daher in Variablendeklarationen verwendet werden. Der Type checker garantiert, dass auf der Variablen mit Namen „Variablenname“ nur die Methoden aufgerufen werden können, die im Interface mit Namen „Interfacename“ deklariert sind, selbst wenn das Objekt, das die Variable benennt, mehr anbietet. So ist es möglich, dass Methoden und Felder einer Instanz vor anderen Instanzen anderer oder derselben Klasse verborgen werden können."
"Es definieren also die Interfaces von Java genau wie Klassen Typen und können daher genauso wie Klassen in Variablendeklarationen verwendet werden. Der Type checker garantiert dann, dass auf der Variable mit Namen „Variablenname“ nur die Methoden aufgerufen werden können, die im Interface mit Namen „Interfacename“ deklariert sind, selbst wenn das Objekt, das die Variable benennt, mehr anbietet. So ist es möglich, dass Methoden und Felder einer Instanz vor anderen Instanzen anderer oder derselben Klasse verborgen werden können: Man deklariert einfach die Variablen, die auf die Instanz verweisen, mit dem Interface als Typ. Eine genauere Betrachtung der Bedeutung der Verwendung von Interfaces erfolgt in Kapitel 45.",Was sind Interfaces in Java und wie werden sie verwendet?,"Interfaces in Java definieren Typen und können daher in Variablendeklarationen verwendet werden. Der Type checker garantiert, dass auf der Variablen mit Namen „Variablenname“ nur die Methoden aufgerufen werden können, die im Interface mit Namen „Interfacename“ deklariert sind, selbst wenn das Objekt, das die Variable benennt, mehr anbietet. So ist es möglich, dass Methoden und Felder einer Instanz vor anderen Instanzen anderer oder derselben Klasse verborgen werden können: Man deklariert einfach die Variablen, die auf die Instanz verweisen, mit dem Interface als Typ."
"Es kann also eine Klasse in Java zwar nur direkte Subklasse genau einer anderen Klasse sein, dafür aber mehrere Interfaces gleichzeitig implementieren. Diese mögliche „Mehrfachimplementierung“ von Interfaces wurde häufig als Ersatz für die in Java fehlende Möglichkeit der Mehrfachvererbung angepriesen — das aber war Unsinn, denn bei der Implementierung eines Interfaces wurde nichts vererbt (sieht man mal von der sog. Interfacevererbung ab, die aber auch keine wirkliche Vererbung ist, denn auch die Deklarationen werden nicht automatisch von einem Interface auf seine implementierenden Klassen übertragen, sondern müssen dort wiederholt werden). Vielmehr hat man es mit einer Art Mehrfach - Subtyping zu tun, das aber auch ganz nett ist, wie die Überlegungen in Kapitel 45 zeigen werden.",Was ist Interfacevererbung in Java?,"Interfacevererbung in Java bedeutet, dass eine Klasse mehrere Interfaces gleichzeitig implementieren kann. Dabei wird nichts vererbt, sondern es handelt sich um eine Art Mehrfach-Subtyping."
"Es kann also eine Klasse in Java zwar nur direkte Subklasse genau einer anderen Klasse sein, dafür aber mehrere Interfaces gleichzeitig implementieren. Diese mögliche „Mehrfachimplementierung“ von Interfaces wurde häufig als Ersatz für die in Java fehlende Möglichkeit der Mehrfachvererbung angepriesen — das aber war Unsinn, denn bei der Implementierung eines Interfaces wurde nichts vererbt (sieht man mal von der sog. Interfacevererbung ab, die aber auch keine wirkliche Vererbung ist, denn auch die Deklarationen werden nicht automatisch von einem Interface auf seine implementierenden Klassen übertragen, sondern müssen dort wiederholt werden). Vielmehr hat man es mit einer Art Mehrfach - Subtyping zu tun, das aber auch ganz nett ist, wie die Überlegungen in Kapitel 45 zeigen werden.",Was ist der Unterschied zwischen Mehrfachvererbung und Mehrfach-Subtyping in Java?,"Mehrfachvererbung bezieht sich auf die Fähigkeit einer Klasse, Eigenschaften und Methoden von mehr als einer Superklasse zu erben, während Mehrfach-Subtyping darauf beruht, dass eine Klasse mehr als einem Interface gleichzeitig implementieren kann. Im Gegensatz zur Mehrfachvererbung wird bei der Implementierung eines Interface nichts vererbt, sondern es wird eine Art Mehrfach-Subtyping erreicht, das auch nützlich sein kann."
"In Java ist die Typkonformität und damit die Zuweisungskompatibilität unter Referenztypen an Subtyping gebunden. Damit Ausdrücke von einem Typ Variablen eines anderen zugeordnet werden können, müssen die Typen entweder identisch sein oder es muss eine Subtypbeziehung zwischen den beiden bestehen. In den meisten Fällen muss die Subtypbeziehung explizit deklariert werden; Java setzt also auf nominale Typkonformität. Dies hat den Vorteil der Filterfunktion, wie in Abschnitt 22.2 von Kurseinheit 3 beschrieben, aber auch den Nachteil, dass Subtypen ihre Supertypen namentlich kennen müssen. Dies kann insbesondere bei verteilten Anwendungen problematisch sein, deren Teile nicht von vornherein für einander entworfen wurden (zum Beispiel Web Services).",Was ist Typkonformität in Java?,"In Java ist die Typkonformität und damit die Zuweisungskompatibilität unter Referenztypen an Subtyping gebunden. Damit Ausdrücke von einem Typ Variablen eines anderen zugeordnet werden können, müssen die Typen entweder identisch sein oder es muss eine Subtypbeziehung zwischen den beiden bestehen. Java setzt auf nominale Typkonformität, das heißt, dass Subtypen ihre Supertypen namentlich kennen müssen."
"In Java ist die Typkonformität und damit die Zuweisungskompatibilität unter Referenztypen an Subtyping gebunden. Damit Ausdrücke von einem Typ Variablen eines anderen zugeordnet werden können, müssen die Typen entweder identisch sein oder es muss eine Subtypbeziehung zwischen den beiden bestehen. In den meisten Fällen muss die Subtypbeziehung explizit deklariert werden; Java setzt also auf nominale Typkonformität. Dies hat den Vorteil der Filterfunktion, wie in Abschnitt 22.2 von Kurseinheit 3 beschrieben, aber auch den Nachteil, dass Subtypen ihre Supertypen namentlich kennen müssen. Dies kann insbesondere bei verteilten Anwendungen problematisch sein, deren Teile nicht von vornherein für einander entworfen wurden (zum Beispiel Web Services).",Was ist nominale Typkonformität in Java?,"In Java ist nominale Typkonformität eine Art von Typkonformität, bei der die Typen entweder identisch sein müssen oder eine Subtypbeziehung zwischen den beiden bestehen muss, die explizit deklariert werden muss. Das bedeutet, dass Subtypen ihre Supertypen namentlich kennen müssen."
"Weiterhin verlangt das Subtyping in Java, dass die Typen geerbter Variablen (Felder und Parametertypen von Methoden) nicht verändert werden dürfen. Java verlangt also Kovarianz. Dadurch wird zumindest eine statisch-semantische Substituierbarkeit von Objekten der Subtypen gegenüber ihren Supertypen sichergestellt (vergleiche Abschnitt 26.3 und Kapitel 54 in Kurseinheit 6). Allerdings kann der Rückgabetyp von Methoden kovariant redefiniert werden; mehr dazu in Abschnitt 36.4.",Was ist Kovarianz in Java?,"In Java ist Kovarianz eine Regel im Subtyping, die vorschreibt, dass die Typen geerbter Variablen (Felder und Parametertypen von Methoden) nicht verändert werden dürfen. Dadurch wird eine statisch-semantische Substituierbarkeit von Objekten der Subtypen gegenüber ihren Supertypen sichergestellt."
"Weiterhin verlangt das Subtyping in Java, dass die Typen geerbter Variablen (Felder und Parametertypen von Methoden) nicht verändert werden dürfen. Java verlangt also Kovarianz. Dadurch wird zumindest eine statisch-semantische Substituierbarkeit von Objekten der Subtypen gegenüber ihren Supertypen sichergestellt (vergleiche Abschnitt 26.3 und Kapitel 54 in Kurseinheit 6). Allerdings kann der Rückgabetyp von Methoden kovariant redefiniert werden; mehr dazu in Abschnitt 36.4.",Was verlangt das Subtyping in Java?,"Das Subtyping in Java verlangt, dass die Typen geerbter Variablen (Felder und Parametertypen von Methoden) nicht verändert werden dürfen, was Kovarianz bedeutet. Dadurch wird eine statisch-semantische Substituierbarkeit von Objekten der Subtypen gegenüber ihren Supertypen sichergestellt. Allerdings kann der Rückgabetyp von Methoden kovariant redefiniert werden."
"Im Gegensatz zu ihren Vorläufern SMALLTALK und C++ ist Java eine Sprache mit einem strengen Typsystem. Das bedeutet insbesondere, dass in Java alle Typfehler entweder schon während der Übersetzung durch den Compiler oder während der Laufzeit, jedoch immer zum frühest möglichen Zeitpunkt, nämlich bei einer Wertzuweisung (bei der eine Typinvariante verletzt wird), erkannt werden. In einem Fall kann jedoch die Meinung vertreten werden, dass die Typinvarianten in Java zu lasch sind und Zuweisungen gestattet werden, bei denen nicht ausgeschlossen werden kann, dass sie später zu einem Typfehler führen. Hierzu mehr in Kapitel 41.",Wie ist das Typsystem in Java im Vergleich zu SMALLTALK und C++?,"Im Gegensatz zu SMALLTALK und C++ ist Java eine Sprache mit einem strengen Typsystem, bei der alle Typfehler entweder während der Übersetzung durch den Compiler oder während der Laufzeit erkannt werden."
"Im Gegensatz zu ihren Vorläufern SMALLTALK und C++ ist Java eine Sprache mit einem strengen Typsystem. Das bedeutet insbesondere, dass in Java alle Typfehler entweder schon während der Übersetzung durch den Compiler oder während der Laufzeit, jedoch immer zum frühest möglichen Zeitpunkt, nämlich bei einer Wertzuweisung (bei der eine Typinvariante verletzt wird), erkannt werden. In einem Fall kann jedoch die Meinung vertreten werden, dass die Typinvarianten in Java zu lasch sind und Zuweisungen gestattet werden, bei denen nicht ausgeschlossen werden kann, dass sie später zu einem Typfehler führen. Hierzu mehr in Kapitel 41.",Was ist ein strenges Typsystem in Java?,"Ein strenges Typsystem in Java bedeutet, dass alle Typfehler während der Übersetzung durch den Compiler oder während der Laufzeit erkannt werden, insbesondere bei einer Wertzuweisung, bei der eine Typinvariante verletzt wird."
"Ausdrücke allein sind lediglich syntaktische Elemente; um das Objekt zu erhalten, für das sie stehen, müssen sie ausgewertet werden. Die Auswertung ist der Prozess, bei dem ein Programm tatsächlich ""etwas tut"".",Was ist die Auswertung von Ausdrücken?,"Die Auswertung von Ausdrücken ist der Prozess, bei dem ein Programm tatsächlich Aktionen ausführt. Sie ist wichtig, weil sie den eigentlichen ""Tätigkeitsprozess"" eines Programms darstellt und sicherstellt, dass die gewünschten Operationen durchgeführt werden."
"Eine der grundlegendsten Aktionen, die ein Programm durchführen kann, ist die Auswertung einer Zuweisung, wie zum Beispiel y := x. Diese Auswertung bewirkt, dass die Variable y nach der Zuweisung auf dasselbe Objekt verweist wie zuvor x. Dabei steht der gesamte Ausdruck y := x für (eine Referenz auf) das Objekt, auf das x (und nach seiner Auswertung auch y) verweist. Die Zuweisung dieses Objektes an y ist eine Art Seiteneffekt der Auswertung des Ausdrucks.Es ist wichtig zu beachten, dass der Zuweisungsoperator := keinen (binären) Nachrichtenselektor darstellt. Hier wird keine Nachricht an ein Objekt gesendet, sondern der Inhalt einer Variable wird verändert. Die Zuweisung ist tatsächlich eine der wenigen Primitiven Ausdrücke in SMALLTALK und gehört zu den fest in die Sprache integrierten Operationen.",Was ist eine Zuweisung?,"Eine Zuweisung ist eine Aktion, bei der der Inhalt einer Variable geändert wird. Die Zuweisung selbst steht für (eine Referenz auf) das Objekt. Dies ist eine Art von Seiteneffekt der Auswertung des Ausdrucks."
"Eine der grundlegendsten Aktionen, die ein Programm durchführen kann, ist die Auswertung einer Zuweisung, wie zum Beispiel y := x. Diese Auswertung bewirkt, dass die Variable y nach der Zuweisung auf dasselbe Objekt verweist wie zuvor x. Dabei steht der gesamte Ausdruck y := x für (eine Referenz auf) das Objekt, auf das x (und nach seiner Auswertung auch y) verweist. Die Zuweisung dieses Objektes an y ist eine Art Seiteneffekt der Auswertung des Ausdrucks.Es ist wichtig zu beachten, dass der Zuweisungsoperator := keinen (binären) Nachrichtenselektor darstellt. Hier wird keine Nachricht an ein Objekt gesendet, sondern der Inhalt einer Variable wird verändert. Die Zuweisung ist tatsächlich eine der wenigen Primitiven Ausdrücke in SMALLTALK und gehört zu den fest in die Sprache integrierten Operationen.",Was sind primitive Ausdrücke in SMALLTALK?,Die Zuweisung wird in SMALLTALK als primitiver Ausdruck betrachtet.
